IRIS,P19_POP2064_CR,P19_RP_3040M2_CR,P19_RP_VOIT1_CR,P19_RP_VOIT2P_CR,label
950020000,-0.8589654269225686,-0.6660985828781978,-1.0149076924829474,0.12459787882103919,1
950080000,-1.0025840388390872,-0.6856754397003672,-1.0054785948059128,-0.5459776213147662,1
950110000,-1.3467665279716452,-0.8147725224797704,-1.2922481100186294,-0.9098549601407117,1
950120000,-1.499549151885917,-0.8160817683695526,-1.3738197979314621,-1.1832922644371617,1
950140000,0.19681521150253428,0.5239039479171781,-0.12900172837527757,0.9061367669008915,3
950180101,1.9716846107086525,4.252280530640455,1.8889410704897456,0.38035627692651647,4
950180102,0.49270373997600414,1.1017599319809717,0.37587034354095156,0.14133398670414057,2
950180201,0.5246574310787162,1.1876650825718142,0.46982922037266284,-0.8458681459961589,2
950180202,1.992984628918491,1.9657077320821836,2.985422038820154,-0.31814481674424777,4
950180203,0.536282542902106,1.9909271967901137,0.6429760135334704,-0.9703289011883621,4
950180204,1.4258533691373647,2.3025390464502173,1.08941787612438,-0.6279760802732812,4
950180301,0.12017134626823987,0.08691649531378622,0.18838116799005938,-0.2788440128530038,2
950180302,0.6951476785041407,2.2870498862987483,0.4003260439871105,-0.10391946353820283,4
950180303,-1.3582893303072083,-0.02752270468499016,-1.2064439289703692,-1.3428367446918033,1
950180304,1.3853851773081436,3.5454757799181293,1.482548472667026,0.12390523864572987,4
950180401,0.2652706196709474,1.1310654764490855,0.5507044420278858,-0.20522309460721222,2
950180402,1.461499371355803,1.7745222917826713,1.3855831668988494,0.03811123490799967,4
950180403,0.9513349347646244,0.46299190560233794,0.7585769527387772,0.30974070783759,2
950180404,1.2515411122792133,0.9829268280826691,0.7133430880798444,0.16874247576417262,2
950180405,1.420939591186918,1.5628376096854042,1.237403097055068,0.5350255577743884,4
950180501,0.32020393319762624,0.08939433251243382,0.25171967798792283,-0.7243232827473594,2
950180502,0.9256334103728242,-0.037456196445610955,1.000226131605572,-0.6178547696081523,2
950180503,0.29447575619133387,0.08408047813121156,0.07917699277673756,-0.7769704054369458,2
950180504,0.8228765923774848,1.282385758286103,0.6523475536520423,-0.49035966884136906,2
950180601,-1.5641865485730495,-0.81521802358837,-1.439385844873339,-1.3131304057968136,1
950180602,-1.3702583383148268,-0.8776792277639834,-1.370640551552912,-1.3166791253691252,1
950180603,0.46366572749852347,-0.21849176134177078,-0.013403347996777547,-0.7508557985028771,2
950180604,1.0845563470371085,-0.33972736160655514,0.6949924068124784,-0.5011968859315062,2
950180605,0.6376372159395649,-0.1778936655523717,0.22082883283496468,-0.7379866208202247,2
950180606,-0.3076915409458115,-0.4975752874746308,-0.34097783033399726,-0.9617548965622279,1
950180607,-0.14222758585286582,-0.5481445931276514,-0.2924073172001605,-0.7123997818690535,1
950180701,-0.10141239446570528,-0.8283901396675325,-0.2861530945914542,1.0687690578035933,2
950180702,0.8209793444247814,-0.061136581110855515,0.700355284871673,1.601645926056103,3
950180703,0.4295581435828793,-0.20374606079854984,0.3324900061522267,0.5297144540665009,2
950180801,0.8148999994364972,0.615578767779847,0.5755273182032143,0.4828589080240376,2
950180802,1.1632447853474197,0.6328782886482126,0.8861165032089388,0.8366914593156203,3
950180901,0.2899309375170552,-0.29367735627538055,0.19042028665725455,0.29397753959823364,2
950180902,2.506466642246066,3.15277275503125,2.6868399214893794,1.136150039097255,4
950180903,0.4381903261377024,1.0837805675343752,0.1684566503976434,-0.17247745187454924,2
950181001,0.6314495190702619,-0.0236873844450312,0.4772348513301465,-0.07193230094513832,2
950181002,0.6070605662968706,1.6740378954215034,0.5760261221754291,-0.6536009004843779,4
950181003,0.11522988138081675,0.019955041991354398,0.14510143548133506,-0.0817680537041251,2
950190101,0.13839127243134738,-0.45799372142715034,-0.278966483283176,0.5811902133447998,2
950190102,0.17060351693084133,0.7200765703535076,0.41106443859036923,-0.3359684352510769,2
950190103,-0.1565202896322523,-0.5726801968153666,-0.209134727190835,0.025122048333276296,2
950190104,0.05128311086349804,0.38151488748028084,-0.03869719929022909,0.05241771830363055,2
950190105,0.06370519369449776,-0.6747266384734291,-0.3817651761719639,0.42850237069606295,2
950190106,0.1606138935017197,-0.021707610929398578,0.18770378544266775,-0.11312433647023966,2
950230000,-1.1764628710549612,-0.8616789120920154,-1.159370078208759,-0.5951320035664514,1
950240000,-1.4469410545018762,-0.8616789120920154,-1.3307492301801107,-1.103060620167197,1
950260000,0.5297905054319686,0.7391106194423002,0.11874358516822794,2.084084857464073,3
950280000,-0.27680616075731096,-0.5369598315244125,-0.7337248057301466,0.4261892654233959,2
950390101,0.20426385587405266,0.3703453946495227,0.3795447558197047,1.005116218627296,3
950390102,-0.20016542794657263,-0.3336684949170705,-0.06464202582032919,0.8794994639841007,2
950390103,0.06644878145110072,-0.605673861340527,-0.2010458406546703,1.119809777214561,2
950400000,-1.0523697175556952,-0.8139021522871656,-1.0559754864446065,-0.3422248722218913,1
950420000,-0.2156213241435392,-0.46167102029281476,-0.41789293090413565,0.8358066797603807,2
950460000,-1.5525563451811477,-0.8616789120920154,-1.4356752415911425,-1.2341389728383572,1
950510101,-0.14031350486681893,-0.013302746427871121,0.3530058002627505,0.07869176457872928,2
950510102,-0.04469604698260079,-0.30135319160624097,-0.0284101213838278,0.7349174037449007,2
950510103,-0.25473111095308865,-0.621516992209827,-0.248858812331056,0.3467208892757789,2
950510104,-0.09629480233332548,0.09874766065798037,-0.11582875119902862,0.5052543375186413,2
950510105,-1.4969020729648843,-0.8616745004705935,-1.4251170011637677,-1.1681875868857956,1
950520101,0.5456423469032636,2.7299349043989407,0.8639956909832008,0.2863646531859416,4
950520102,0.26670721360794786,0.9832650519012834,0.8995556150724663,0.4995852201899989,2
950520103,0.05124496178401864,-0.2039591816497783,-0.16881561153281535,0.22314996214631927,2
950520104,-0.3463641612195035,-0.18739514943344937,-0.3960086486301325,-0.2259524959839378,2
950540000,-1.4855807949942925,-0.8616789120920154,-1.4041974381678328,-1.130368610307022,1
950550000,-1.3603993426930538,-0.8127155400732863,-1.2750779604665383,-0.893179210235399,1
950560000,-0.050456943200799506,-0.3511536705166175,-0.26210229848934613,0.8945689031690102,2
950580000,0.35337321316233417,-0.7988381032708218,-0.1511900431724362,1.0053680132475098,2
950590000,-1.3966514029621953,-0.8127092982139816,-1.308621396857876,-0.9901630478962508,1
950600101,0.31564898090437987,0.559541771202985,0.14440767144518174,1.1607919372877362,3
950600102,0.7946677393050119,0.40113560279083177,0.6401371087596961,1.421623302029666,3
950600103,-0.07975476002058628,-0.45809429553644065,-0.15700619243191796,-0.050809719269276826,2
950610000,-1.3593842662727027,-0.8610248311397892,-1.2847658095629073,-0.8537891042837522,1
950630101,-0.30222518645069074,0.09121227143818214,-0.575448962246519,-0.9798896601085038,1
950630102,0.5692640486491303,0.6238232729633416,0.7634840569912769,-0.5953067937574089,2
950630103,0.8735736758504303,0.4312190157738479,0.8798982738776215,-0.13594140693364024,2
950630104,0.9005828152301407,0.484127133707755,0.9007301942920433,-0.2901784116980576,2
950630105,0.8086287459499725,0.2149131689801582,0.7315062993974483,0.19394043283620713,2
950630106,0.05475204142959911,1.8473836662949414,0.2081643679695596,-0.6841322925014802,2
950630107,-0.1981461202780497,1.3715503804856077,0.034471835263620514,-0.5718875270786431,2
950630108,0.25691463186132346,-0.1257483265835672,0.36164061201926284,0.18774810329685826,2
950630109,0.3649135845635717,0.9355920391351179,0.7027528576282873,-0.5359859029693346,2
950630110,1.48464620976702,1.5096906263050451,1.6207570858183695,-0.26877059797226205,4
950630111,1.1312498933158734,0.08567709879910325,1.3440213033126778,0.5439289755027155,2
950740000,-1.0322424876037921,-0.7552159929600526,-1.1135176157562694,-0.37478367143235475,1
950780000,-0.24104685865939668,-0.5047152779013009,-0.4531677019842513,0.5300277458317956,2
950880000,-0.8005362351865118,-0.40969072015641217,-0.7755474665186538,-0.44539083276346175,1
950910101,0.11281647004200045,-0.5416725986526549,-0.25700638007388715,0.9341154442637508,2
950910102,-0.37790823421168823,-0.8776792277639834,-0.43188306575893987,0.33333966118759994,2
950910103,-0.004390742784996058,-0.46167102029281476,-0.012179020114813375,-0.0817417889377406,2
950940000,-1.4198932361571845,-0.7656770180602073,-1.3237541627527087,-1.086675826083302,1
951010000,-0.9955738666816225,-0.7342084111576898,-1.0586743345140786,-0.47414056365622775,1
951020000,-1.3732679492963353,-0.862288447927138,-1.3166924756355218,-0.8629583678139912,1
951100000,-1.503428675126504,-0.7646103303487427,-1.3645254129009954,-1.1606934831670566,1
951160000,1.531666340829562,-0.1131863539837476,0.639038113058011,2.673888840134637,3
951190000,-1.4093236571433216,-0.82937827482923,-1.3262242959380102,-1.040627727710022,1
951200000,0.048340535622726076,-0.5416966654468938,-0.1921865360958475,0.8619293028916222,2
951270101,-0.24893066223312962,-0.8592848979928817,-0.24743055956304502,-0.6659523014799346,1
951270102,0.14887600516620453,0.476083205483657,0.41066936258498254,-0.4592811203479799,2
951270103,-0.5457663099300503,-0.6898467726295745,-0.34444836980426363,-1.1406060470903872,1
951270104,0.9381200331719897,3.2680134834770267,0.9580906946243873,-0.7691624842816166,4
951270105,0.2505147237119592,3.4459516871241105,0.1765679192178601,-0.4093030098096783,4
951270106,1.1407210693292393,1.5652394736282471,1.10408010499366,1.4541013255706574,3
951270107,0.4551093648697448,1.899976716687528,0.5947740175516957,-0.2307809297800905,4
951270108,-1.6491849260991334,-0.8776792277639834,-1.488217757017036,-1.4198333057891674,1
951270109,-1.479052552136386,-0.8431374810253212,-1.4161304433498958,-1.4021474232349072,1
951270110,0.3329891819139457,-0.108669325033349,0.20901481947032693,-0.6861103058838876,2
951270111,0.9559012938834772,2.6140014625697465,1.0861010734847774,-0.5827939364515128,4
951270112,0.13810694181345357,-0.1352371192815375,0.2367554147253165,-0.3318309777802222,2
951270113,-0.009403125584388274,-0.12656859445662685,-0.2614869033418169,-0.36646424576757747,2
951270114,1.4730343652742994,1.109608221438216,1.557221338909151,-0.19329930497956008,4
951270115,-0.5179890816026675,-0.2679367093796257,-0.6614659688280697,-0.9001150048596093,1
951270116,-0.09031587959399734,-0.418358695104503,-0.523776614688477,-0.43003136806218073,2
951270117,-0.0436231823938925,0.33613477742407083,-0.04852183421535431,-0.904386234048597,2
951270118,0.5455050270707494,-0.09011775624344996,0.1475173633095373,-0.8169920037609186,2
951270119,-0.9518129405578358,-0.30774040657605495,-0.8347393433643302,-1.0303647227819583,1
951270120,-0.14757777081619683,-0.44647328174867096,-0.020533391892773863,-0.8623916667339787,1
951270121,-0.18209798627436724,-0.5971486606684149,-0.8282818424573442,-0.702975471330301,1
951270122,-0.5709747232220989,-0.20813151396320356,-0.5040738372067226,-0.7605617448302051,1
951270123,-0.4904864010552948,-0.2320213293128951,-0.5013811118024032,-0.8853866659360732,1
951270125,-0.5886860181864068,-0.8776792277639834,-0.6631123642782963,-0.6074486160801584,1
951270127,0.14996547613932357,-0.8776792277639834,-0.18095341919340086,-0.28974814986108743,2
951270130,8.13713667359906,8.383505547234806,8.733311715175947,2.6300090602018997,5
951270132,0.31821311264085456,-0.49505541312559415,0.17635929428411307,0.36720158039559203,2
951340000,2.1120330046687283,0.10600164381735992,1.3424474562326525,3.822072541525636,3
951390000,-1.422469218856679,-0.8776792277639834,-1.3587294998897192,-1.0156750517197568,1
951410000,-1.6259718521167388,-0.8296782807480794,-1.474148112441854,-1.3706789235374823,1
951420000,-0.13061389506022306,-0.07766344416558207,-0.309469385779403,0.5463419842782352,2
951440000,-1.5989240337720474,-0.8296782807480794,-1.4531629101596477,-1.3542941294535873,1
951490000,0.7207483871226856,-0.2696672322291984,0.12772232843322878,2.747365989548133,3
951500000,-1.2168588783970733,-0.7442963660296618,-1.124594925429419,-0.7443645851026939,1
951510000,-1.4310963043407068,-0.8776792277639834,-1.3846995069654775,-0.9762987847465205,1
951540000,-1.4259157764870682,-0.8287418897627877,-1.3463392798379727,-1.0974214136677496,1
951570000,-1.570140169750787,-0.8464931387789686,-1.4030145813929888,-1.2495107840665216,1
951660000,-1.2936700838819575,-0.8776792277639834,-1.2538034884786875,-0.8955198951045267,1
951690000,-1.297879619720079,-0.8313377258024209,-1.3107739812859664,-0.7890883495327655,1
951700000,-1.2660917104038085,-0.8283986062994753,-1.1704607383552479,-0.732945122147049,1
951760101,1.3332528121478349,2.8370733968501347,1.7323183287147887,0.9057113945528601,4
951760102,0.9114723230327778,0.9077903903870301,1.2544581971067776,0.7375504241257413,2
951760103,3.194140159436675,1.5328980815874864,2.5983617237382015,3.4627813246945873,3
951760104,1.883039209804485,0.34097362159428646,1.5204818361803705,2.3053333865526193,3
951760105,1.231805547575785,0.31382024420809645,1.610097988104142,1.490017732176718,3
951760106,0.625033769138976,1.0195281437958474,0.48041288499542284,1.289766560038685,3
951770000,-0.7105045463275074,-0.46664109585051194,-0.7979979493142587,0.06178799601314573,1
951810000,-1.440380078431687,-0.8312890507821702,-1.3023464396191828,-1.1031339302078405,1
951830000,3.701355672556673,1.052780692887869,2.9926279261429523,3.8798068715529923,3
951970101,1.1111844727285138,1.918486303708944,1.7169867653423552,0.856456768720026,4
951970102,0.04515974631929923,-0.3364398612829645,0.19935130637510712,0.3480888313064475,2
951970103,0.08957329787864451,-0.42838880454408856,0.12721032690664597,0.16779922615994425,2
951970104,-0.03395275715659031,0.4118522705237797,0.24872941939995719,-0.3543280963801288,2
951970105,-0.0573106212489073,0.429022527852342,0.48748471557752787,-0.4505947691893974,2
951970106,0.5714212612580788,0.10134853431587733,0.6541998015059751,-0.354584398007012,2
951970107,-0.32098537974320046,-0.2818158908524344,-0.08607541476876493,-0.8855871495774063,1
951970108,0.6370811881413896,1.2328180577905572,1.1046435384697872,-0.1801565655786074,4
951970109,0.07069431239577902,-0.14628583085183053,0.3166018105563776,0.12214687191390956,2
951990101,0.49700653011979307,0.15656016148494944,0.7665668677760201,0.34429847688389625,2
951990102,-0.35268448218122356,0.1312659689040412,-0.3121811633446836,-0.2998344667331752,2
951990103,-0.06502847994423881,-0.08431325595205479,0.33986615353928973,0.14723840708009459,2
951990104,0.056973811838721945,0.05799066427537743,-0.10891084166649707,0.2634257679557911,2
951990105,-0.0006607563423624594,-0.21186929517627315,0.09922549168764444,0.4851662847850015,2
951990106,-0.25255151806233334,-0.7157582074623431,-0.20342208385809668,0.5393000502926106,2
951990107,-0.006458657186787229,-0.6399491605723916,0.024100461566584776,0.6519487698636129,2
952030101,0.610100937207684,0.4704045044780626,1.2185732477661477,0.05952157940905083,2
952030102,0.0235387938232308,-0.7848309218565505,0.30570071594683207,-0.06994139426898002,2
952030103,-0.23263706010705829,-0.3714465663096152,-0.10983038401664666,-0.09944836366778248,2
952030104,-0.3551290260074333,-0.7809516617202888,-0.12144482400583057,-0.1024436148738906,2
952030105,-0.29978727394840854,-0.6904936328832261,-0.015992530017163244,0.21206473948465318,2
952030106,0.3694039326584943,1.6016856965221744,1.110438505291999,-0.15777576541526378,4
952030107,1.1389634462242195,-0.42048216331907673,1.3852223690776764,0.5193521069176505,2
952030108,0.7113622114999301,1.829842712954621,1.4609003147825348,0.0069632456249785705,4
952030109,0.046432541105605775,-0.6517343694884489,0.05773883819943093,0.6049608140762616,2
952030110,-0.04761698270261446,-0.07962583075394128,-0.19245031441268476,0.2704682551566256,2
952050101,-0.1008782384039968,-0.504339883516269,-0.05716718650870814,0.21157831880384767,2
952050102,0.6360719628436816,-0.27411733954474077,0.4112806573250191,1.01899117308126,3
952050103,0.10139100819592949,0.11524283244492411,0.12034402865717476,0.30036293596135916,2
952100101,0.5227491426607102,1.3310350259969246,0.6620135881616678,-0.393240848518833,2
952100201,0.062088898046940226,2.0727464091283965,1.0582820070519918,-0.5853882045173775,4
952100301,-0.22496148842958086,0.38757889132923545,0.07876483256364163,-0.5496644070379687,2
952100401,-0.07857016442461602,-0.14227174352888275,0.4440813415202014,-0.2664458855953577,2
952100501,-0.338359248249304,-0.2247687377002609,0.14123107544038635,0.2773004027108711,2
952110000,-0.04644917712406465,-0.40596573089338506,-0.23450898491476124,1.0917427811370404,2
952120000,-1.572863274218751,-0.8287810667851653,-1.399000168443735,-1.3252506782581472,1
952130000,-1.2279825250448497,-0.7976776494041424,-1.1838528142046627,-0.5241312292029062,1
952140000,-1.6095251933430437,-0.8259859002083946,-1.4502034585557468,-1.3492526543508505,1
952180101,0.9518993619384446,1.1889671166215137,1.0244248692185358,1.4511110983641269,3
952180102,-0.42871363281760777,-0.5387930673517759,-0.4084263000756161,-0.24885511020909512,2
952180103,-0.13515629117561886,-0.8350987526728193,-0.20455865570308385,0.19948405813652925,2
952180104,0.09442111569541425,-0.4666966719962006,0.04374461442988302,-0.4567956370405231,2
952180105,0.14336216783015407,-0.6189880185694325,0.4140562239991901,0.6128900207845931,2
952180106,-0.0564737734902009,-0.8303003160952569,0.11288195819576699,-0.514261499877192,2
952180107,1.3157018874610786,0.78106847268759,1.646536762425508,0.6950301557742355,2
952180108,-1.4889513852863514,-0.8776792277639834,-1.4159334219349402,-1.236579945733899,1
952190101,-0.21062214157989526,-0.678726726457987,-0.3033959927613731,-0.22572758441493926,2
952190102,-0.2877091422726459,0.39013706974892115,-0.06484356548842322,-0.9794278952610906,2
952190103,-0.03141599504400047,-0.5494898019265501,-0.008928903848400923,-0.7293723577036442,1
952190201,-0.5427592731368414,-0.6414813327911327,0.1533493794495814,-0.6054866916906373,1
952190202,0.052047838964808454,-0.45029955576528236,0.35563962604455074,-0.4672827049713615,2
952190301,1.3231254053680968,1.4938735038885007,1.7310743241021833,0.5943296978585697,4
952190401,0.2775135889655969,-0.8177492620020972,0.5725206187532288,0.684215219919792,2
952190501,0.6928342349291966,1.8186698042444502,0.9245853527806228,0.1333642112922064,4
952190601,0.561281047003293,0.7438113551566344,1.2970606612980928,0.06309325983879907,2
952190701,-0.049219311591899836,0.8774061062387757,0.6105542464576321,-0.3258281204605924,2
952190702,-0.012891141356053152,0.9742577898251665,0.6231564948598602,-0.48086840507640455,2
952190801,-0.14478210879217543,0.01131309024949895,0.01554493080069666,0.31609946652252935,2
952290101,-0.0427998907514579,0.26579431920665997,-0.02711862854165392,0.658191632921191,2
952290102,-0.045401261592803936,-0.5234689786943529,-0.1397737941161402,-0.127939494686126,2
952290103,0.02459796519341845,-0.08852142774195292,0.14888200672420712,0.4492896549555921,2
952290104,0.36035190416555546,0.44295219268101604,0.7579470565557053,0.8506013494684214,3
952410000,-0.1892449945783545,-0.6236470629289278,-0.6495283878756606,0.7914649525762252,2
952500101,0.5919188578143768,-0.20955167232419664,0.4567306440546919,0.27868672773799735,2
952500102,-0.1460571342840212,-0.7958758590246836,-0.1603762544936294,0.2603387649653494,2
952500103,0.03492254400120229,-0.7146028398163388,-0.2552271256017017,0.7175245000322317,2
952500104,0.03889521301402754,-0.43658009115726026,0.04129288744573336,0.625999382677983,2
952520101,1.4751505074619027,1.597274926812531,2.497663798403159,0.6053882755450649,4
952520102,0.5097399713460146,-0.2671176606381128,0.34800982632977545,1.153663541992733,3
952520103,0.23828860061660387,0.14534469793103175,0.2328065252730063,0.1256976434935435,2
952520104,0.10914751161362635,-0.2692856879681437,0.3589214926990762,0.10976464547492899,2
952520105,0.06771475678416972,1.341346109791738,0.5018971805507971,-0.4567894017744632,2
952520106,-0.5011928319154374,0.2718258247250914,-0.026686013115474343,-0.7274601840091965,2
952520107,-0.10123162467824907,-0.3509280822927006,0.07202317952338537,-0.5320150200370477,2
952520108,-0.06558920892136344,-0.22719269296448505,0.40435514189868343,-0.1065667092655208,2
952520109,-0.35415868057657607,-0.23821051822359948,-0.23136792832701106,-1.0563215221275026,1
952520110,-0.48703539609864166,-0.8056741559919216,-0.09728683944657779,-0.5733192818325599,1
952520111,0.4022867516946123,-0.12351093517816641,0.49047295622324455,0.5497778091207446,2
952520112,0.5213697640436082,-0.06969302012182087,0.65721020439537,-0.2008309468222443,2
952520113,-0.018760515011848534,-0.41098393902187424,0.35437197562149797,-0.005414496791982206,2
952520114,0.19701011941203397,-0.2813415951096422,0.6854754883672214,-0.06056465142769341,2
952520115,0.4216998250194102,0.2792525795390232,1.127725915041523,0.12530865722260695,2
952520116,-0.37426231224617657,-0.6356593651223762,-0.10731129469818816,-0.3904137492304712,1
952530000,-1.266622265537266,-0.8616789120920154,-1.222325685055378,-0.7043639641257514,1
952540000,-1.1990225888705883,-0.845272054824027,-1.2614079265712748,-0.6565576351078299,1
952560000,0.7860840132406315,-0.15853314644303418,0.39475524981354965,1.9349996634155813,3
952570000,1.8493120740203632,0.6110843846026357,1.7741973045742283,2.8233091699167163,3
952580000,-1.3851174697140098,-0.8136779650761113,-1.3202566290390076,-0.8955198951045267,1
952680101,2.3280250373542803,0.5516323273457453,2.183141311853381,0.6345196105567674,3
952680102,-0.3338790803098289,1.3412555724248607,-0.5413858086650474,-1.001842132964636,2
952680103,-0.3213203801627786,-0.1206849098107278,-0.4844329402264902,-0.9937331311646288,1
952680104,-0.5048141599779253,-0.34706287879660996,-0.7169074118805346,-1.19299440187736,1
952680105,-0.5249637543289976,-0.4687566800458962,-0.6619064902958063,-1.1457038566141933,1
952680106,0.6603500088578016,0.176064751650503,0.0002743478320441426,-0.8455011749778644,2
952680107,-0.5071946794260537,-0.5834294967432611,-0.8794612317202111,-1.1978857355787114,1
952680108,0.3191118491690888,-0.26143758503290593,-0.33275724943507357,-0.8491235707229042,1
952680109,0.9906990391862607,-0.2843264830489249,0.7839506732172798,0.2671539651778995,2
952680110,-0.008451621457865863,-0.4648659651312161,-0.31418903368250634,-0.8718807850586534,1
952680111,0.23628787578865457,1.5108883995481235,-0.41552272563346637,-0.8328663248969761,2
952680112,0.1063795354165512,-0.6927215489792282,-0.13968625083709788,-0.025397877616175544,2
952680113,2.452067551675773,2.1130761285660253,1.6930313631343556,1.5939677857546053,3
952680114,0.8965042765280715,-0.21947127927635468,0.278276795223185,-0.9702321619500583,2
952680115,1.344765371859482,0.1535759525853308,0.9014138292516896,-0.49951967589674184,2
952700000,-1.2347454954952908,-0.6763479729471532,-1.1990784337717517,-0.7739362732470076,1
952710000,-1.2719045335630774,-0.8292113454658235,-1.2762108396833909,-0.6974041456270793,1
952770101,-0.17704006690419838,0.17338956340816875,-0.10884295180350138,-1.0838857085917937,2
952770102,-0.2765670116017438,0.06250152308581101,-0.1980992052592046,-0.9742974359898611,2
952770103,0.2930704060704955,0.09978697387717592,0.23512244064372625,-0.48146021514047,2
952770201,0.6800187064879799,-0.3714748823963384,0.28147656646419483,0.46809013564664004,2
952770202,0.19040477050073998,0.005908359699977407,-0.09851783984064799,-0.021755562176840174,2
952770301,-0.844010670501914,-0.3854259662337119,-0.8257367506147141,-0.8747642827449363,1
952770302,0.3269061899091312,0.28487605705496044,0.35506366828926367,0.3449956519693926,2
952770303,0.1474069173752682,-0.08937171213193015,-0.07194680710289189,0.29439489956781434,2
952770401,0.4941753155827808,1.680024030777547,0.6348278319016258,0.06864367768925428,4
952770402,-0.5363749489748569,-0.46090550829846855,-0.48275326880681374,-0.7684356872184709,1
952770403,0.01317989619899399,0.45903706612256145,0.03323621351572202,0.002627200252042699,2
952770501,-0.8456090781913599,-0.004981868705392028,-0.8403478770486706,-0.7908062156217521,1
952800101,1.9481335291970412,0.060694353480179784,1.080264174612915,1.2466569456471546,3
952800102,1.6342347909289217,2.0655883027081203,1.185137162818899,1.0916386959520126,4
952800103,0.9450808160734039,-0.6001494419343918,0.09509242224023975,1.1121430974818007,2
952800104,-0.2992797852251616,-0.8384430087508321,-0.6712018531989736,-0.04654068942713105,2
952800105,-0.059030312050681995,0.5328316256030013,-0.09188740605098195,-0.7843361418670408,2
952800106,1.011081332206346,0.29002341243437596,0.4779911768449702,0.6830582938072194,2
952800107,0.549048442226967,-0.4891558191056845,-0.13469992497846953,-0.11983056789754015,2
952800108,0.06931557766522074,0.49014194898096064,0.023625079929837308,-0.26082857087920885,2
952800109,-1.2886249355480275,-0.4764120002971036,-1.2794998409962766,-1.0049575517946772,1
952800110,0.116784708707742,-0.8345530650707568,-0.7827494120524475,0.07053239282573474,2
952800111,0.05428248753116248,-0.36252179820607544,0.057195646505132064,-0.7429419579546434,2
952820000,-1.5245272000937913,-0.8776792277639834,-1.4250160912255776,-1.2065709066019625,1
952870000,-1.0771880565215515,-0.4945405495140499,-1.1304837657590265,-0.5282826089399152,1
952880101,0.1541204733812401,-0.5883921195285633,0.17005830549689963,0.06684515050142976,2
