X;Y;type;name;address;com_insee;com_nom;geometry
2.4206051;48.8032931997411;supermarket;Intermarché;;94002;Alfortville;POINT (2.4206051 48.8032931997411)
2.5086835;48.771748599749;bakery;Gaule;;94071;Sucy-en-Brie;POINT (2.5086835 48.771748599749)
2.518258;48.7724225997488;pharmacy;Pharmacie du Clos de Pacy;;94071;Sucy-en-Brie;POINT (2.518258 48.7724225997488)
2.573037;48.8104350997393;restaurant;Hotimes;11 Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.573037 48.8104350997393)
2.5223246;48.7702283997493;restaurant;Eden Crepe;;94071;Sucy-en-Brie;POINT (2.5223246 48.7702283997493)
2.5099217;48.7469700997551;cafe;Le Couscous;;94004;Boissy-Saint-Léger;POINT (2.5099217 48.7469700997551)
2.5089182;48.7717514997489;fast_food;Capri Sucy;;94071;Sucy-en-Brie;POINT (2.5089182 48.7717514997489)
2.4148249;48.8048420997407;pharmacy;Pharmacie Charles;;94002;Alfortville;POINT (2.4148249 48.8048420997407)
2.4563522;48.7784909997473;bakery;Brioche Dorée;Avenue du Général De Gaulle;94028;Créteil;POINT (2.4563522 48.7784909997473)
2.4872651;48.7520890997538;pharmacy;Pharmacie Centre Limeil;;94044;Limeil-Brévannes;POINT (2.4872651 48.7520890997538)
2.575666;48.7903408997443;fast_food;Napoli Pizza;;94060;La Queue-en-Brie;POINT (2.575666 48.7903408997443)
2.5301747;48.7960594997429;fast_food;Pizza Food;;94019;Chennevières-sur-Marne;POINT (2.5301747 48.7960594997429)
2.539429;48.7872421997451;bar;Muguet Bar;;94055;Ormesson-sur-Marne;POINT (2.539429 48.7872421997451)
2.5383591;48.7895891997445;restaurant;Passion Latina;;94055;Ormesson-sur-Marne;POINT (2.5383591 48.7895891997445)
2.5198422;48.7703478997493;books;L'Oiseau Moqueur;;94071;Sucy-en-Brie;POINT (2.5198422 48.7703478997493)
2.57623682774787;48.7801089048327;restaurant;Pedro Poulet;;94060;La Queue-en-Brie;POINT (2.57623682774787 48.7801089048327)
2.51142021112376;48.7462372840185;supermarket;ALDI;;94004;Boissy-Saint-Léger;POINT (2.51142021112376 48.7462372840185)
2.57327360115995;48.7143576305328;supermarket;Lidl;;94070;Santeny;POINT (2.57327360115995 48.7143576305328)
2.45778780533043;48.7798265225077;mall;Centre Commercial Créteil Soleil;Avenue de la France Libre;94028;Créteil;POINT (2.45778780533043 48.7798265225077)
2.56589110607293;48.7193582260547;restaurant;Le Classic;;94070;Santeny;POINT (2.56589110607293 48.7193582260547)
2.50078204041084;48.7598168583925;restaurant;La Villa du Prince;;94004;Boissy-Saint-Léger;POINT (2.50078204041084 48.7598168583925)
2.55206909411502;48.7765965133376;supermarket;Intermarché Super;1-3 Rue Sadi Carnot;94053;Noiseau;POINT (2.55206909411502 48.7765965133376)
2.54910534481311;48.7966144384671;restaurant;Le Rouergue;;94055;Ormesson-sur-Marne;POINT (2.54910534481311 48.7966144384671)
2.41896784298087;48.8068337583069;supermarket;Monoprix;;94002;Alfortville;POINT (2.41896784298087 48.8068337583069)
2.53889531343145;48.7279203601233;restaurant;;;94048;Marolles-en-Brie;POINT (2.53889531343145 48.7279203601233)
2.4756335748893;48.7652773770422;restaurant;;;94011;Bonneuil-sur-Marne;POINT (2.4756335748893 48.7652773770422)
2.55714671062174;48.6955133159228;supermarket;Carrefour Contact Périgny;;94056;Périgny;POINT (2.55714671062174 48.6955133159228)
2.54863297169059;48.7963939928473;restaurant;;;94055;Ormesson-sur-Marne;POINT (2.54863297169059 48.7963939928473)
2.4889095199407;48.7653780612763;mall;;;94011;Bonneuil-sur-Marne;POINT (2.4889095199407 48.7653780612763)
2.42008658737903;48.8036230344901;restaurant;Papaye;;94002;Alfortville;POINT (2.42008658737903 48.8036230344901)
2.55161551670062;48.7941346430531;restaurant;Courtepaille;;94055;Ormesson-sur-Marne;POINT (2.55161551670062 48.7941346430531)
2.55288936566498;48.7934775670118;restaurant;Roosters;;94055;Ormesson-sur-Marne;POINT (2.55288936566498 48.7934775670118)
2.50356510559215;48.7437420389201;supermarket;Diagonal;;94044;Limeil-Brévannes;POINT (2.50356510559215 48.7437420389201)
2.47730243598337;48.7639201281462;supermarket;E. Leclerc Drive;;94011;Bonneuil-sur-Marne;POINT (2.47730243598337 48.7639201281462)
2.52644038392786;48.7292612531282;restaurant;;;94075;Villecresnes;POINT (2.52644038392786 48.7292612531282)
2.53477701316513;48.805866608646;supermarket;Lidl;;94019;Chennevières-sur-Marne;POINT (2.53477701316513 48.805866608646)
2.52438262245677;48.7963222090676;restaurant;L'Ecu de France;;94019;Chennevières-sur-Marne;POINT (2.52438262245677 48.7963222090676)
2.48923636669853;48.7508707861998;supermarket;Auchan Supermarché;;94044;Limeil-Brévannes;POINT (2.48923636669853 48.7508707861998)
2.471109957567;48.7784167487711;supermarket;Leader Price;;94028;Créteil;POINT (2.471109957567 48.7784167487711)
2.5190103004595;48.7517886316772;restaurant;Best Thai Kitchen;28 Rue de Sucy;94004;Boissy-Saint-Léger;POINT (2.5190103004595 48.7517886316772)
2.4550959096068;48.782808259914;fast_food;Quick;6 Avenue de la Brèche;94028;Créteil;POINT (2.4550959096068 48.782808259914)
2.5347651754824;48.7903293197537;restaurant;Shuriken Sushi;96 Avenue du Général de Gaulle;94055;Ormesson-sur-Marne;POINT (2.5347651754824 48.7903293197537)
2.45598229445023;48.7798446619797;mall;Centre Commercial Créteil Soleil;Avenue de la France Libre;94028;Créteil;POINT (2.45598229445023 48.7798446619797)
2.41451290974187;48.8100896676392;bakery;;;94002;Alfortville;POINT (2.41451290974187 48.8100896676392)
2.4628797;48.7925915997438;pharmacy;Pharmacie Bonnardel;;94028;Créteil;POINT (2.4628797 48.7925915997438)
2.5494182;48.7924868997438;bakery;La Gourmandise;;94055;Ormesson-sur-Marne;POINT (2.5494182 48.7924868997438)
2.5754285;48.8092059997397;fast_food;Restaurant Istanbul;18B Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.5754285 48.8092059997397)
2.4179915;48.8004395997418;restaurant;Pizza Blanqui;71 Quai Blanqui;94002;Alfortville;POINT (2.4179915 48.8004395997418)
2.5737581;48.7804941997468;pharmacy;Pharmacie des Charmes;;94060;La Queue-en-Brie;POINT (2.5737581 48.7804941997468)
2.5086044;48.7705804997492;fast_food;Sandwich Time;;94071;Sucy-en-Brie;POINT (2.5086044 48.7705804997492)
2.5540727;48.7370229997575;pharmacy;Pharmacie de MAROLLES GROSBOIS;;94048;Marolles-en-Brie;POINT (2.5540727 48.7370229997575)
2.5267196;48.7626460997512;bakery;;;94071;Sucy-en-Brie;POINT (2.5267196 48.7626460997512)
2.5129703;48.7482830997548;restaurant;Le Palais d'Agadir;;94004;Boissy-Saint-Léger;POINT (2.5129703 48.7482830997548)
2.5086527;48.7699900997494;restaurant;Le Petit Val;;94071;Sucy-en-Brie;POINT (2.5086527 48.7699900997494)
2.4687119;48.7684997997497;bakery;Le Moulin à Pain;;94028;Créteil;POINT (2.4687119 48.7684997997497)
2.5414058;48.8009766997417;fast_food;Lé Kebab;;94019;Chennevières-sur-Marne;POINT (2.5414058 48.8009766997417)
2.4937821;48.76747929975;fast_food;Class'croute;2 Avenue des Marronniers;94011;Bonneuil-sur-Marne;POINT (2.4937821 48.76747929975)
2.4193521;48.8070872997402;pharmacy;Pharmacie LAY;;94002;Alfortville;POINT (2.4193521 48.8070872997402)
2.4587398;48.7953481997431;restaurant;Salsa Trattoria;;94028;Créteil;POINT (2.4587398 48.7953481997431)
2.4486593;48.7966573997428;mall;Centre Commercial Échat;;94028;Créteil;POINT (2.4486593 48.7966573997428)
2.5117171;48.7775220997475;restaurant;Sen Sushi;;94071;Sucy-en-Brie;POINT (2.5117171 48.7775220997475)
2.5299541;48.7943369997433;fast_food;Story Pizza;;94019;Chennevières-sur-Marne;POINT (2.5299541 48.7943369997433)
2.4625036;48.7931002997436;restaurant;Traiteur Paulina;;94028;Créteil;POINT (2.4625036 48.7931002997436)
2.5332693;48.7946777997432;books;Petites Histoires Entre Amis;;94019;Chennevières-sur-Marne;POINT (2.5332693 48.7946777997432)
2.5524842;48.8034899997411;supermarket;Le Marché Franprix;;94019;Chennevières-sur-Marne;POINT (2.5524842 48.8034899997411)
2.4881375;48.7645542997507;pharmacy;Parapharmacie;;94011;Bonneuil-sur-Marne;POINT (2.4881375 48.7645542997507)
2.4255746;48.7898263997445;fast_food;;;94002;Alfortville;POINT (2.4255746 48.7898263997445)
2.4589172;48.7951462997431;cafe;Le Commerce;;94028;Créteil;POINT (2.4589172 48.7951462997431)
2.5305978;48.7873581997451;restaurant;Le Bonheur de Chine;;94019;Chennevières-sur-Marne;POINT (2.5305978 48.7873581997451)
2.5752348;48.8092689997396;restaurant;Sunset Pizza;;94059;Le Plessis-Trévise;POINT (2.5752348 48.8092689997396)
2.4568755;48.7798092997469;bakery;Paul;;94028;Créteil;POINT (2.4568755 48.7798092997469)
2.5125687;48.7692537997495;cafe;;;94071;Sucy-en-Brie;POINT (2.5125687 48.7692537997495)
2.5060884;48.7530404997536;pharmacy;;;94004;Boissy-Saint-Léger;POINT (2.5060884 48.7530404997536)
2.5036438;48.7438399997559;pharmacy;Pharmacie Marguerie;;94044;Limeil-Brévannes;POINT (2.5036438 48.7438399997559)
2.5203719;48.7698720997494;restaurant;On Mange Où;;94071;Sucy-en-Brie;POINT (2.5203719 48.7698720997494)
2.4469876;48.7760702997479;fast_food;;;94028;Créteil;POINT (2.4469876 48.7760702997479)
2.4201481;48.8049121997407;bar;Café l'Addict;;94002;Alfortville;POINT (2.4201481 48.8049121997407)
2.524586;48.8003730997418;restaurant;La Veranda;;94019;Chennevières-sur-Marne;POINT (2.524586 48.8003730997418)
2.5331654;48.7669440997501;supermarket;;;94071;Sucy-en-Brie;POINT (2.5331654 48.7669440997501)
2.529743;48.7277828997598;fast_food;Sushi You;;94075;Villecresnes;POINT (2.529743 48.7277828997598)
2.5110036;48.7760063997479;bar;Casa dos Leitoes;;94071;Sucy-en-Brie;POINT (2.5110036 48.7760063997479)
2.4223122;48.8040005997409;supermarket;Franprix;;94002;Alfortville;POINT (2.4223122 48.8040005997409)
2.5597984;48.7960424997429;supermarket;Lidl;;94019;Chennevières-sur-Marne;POINT (2.5597984 48.7960424997429)
2.5337722;48.7960410997429;restaurant;Le Rialto;;94019;Chennevières-sur-Marne;POINT (2.5337722 48.7960410997429)
2.5729264;48.8104773997393;restaurant;Delice De Plessis;9 Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.5729264 48.8104773997393)
2.4727925;48.7780062997474;pharmacy;Pharmacie TEP SALY;;94028;Créteil;POINT (2.4727925 48.7780062997474)
2.4186725;48.8057769997405;pharmacy;Pharmacie de l'Hôtel de Ville;;94002;Alfortville;POINT (2.4186725 48.8057769997405)
2.4567857;48.779696999747;pharmacy;Pharmacie Soumet;;94028;Créteil;POINT (2.4567857 48.779696999747)
2.418493;48.8065966997403;bakery;La Merveille des Délices;;94002;Alfortville;POINT (2.418493 48.8065966997403)
2.4242863;48.803876899741;bakery;Boulangerie;;94002;Alfortville;POINT (2.4242863 48.803876899741)
2.5747134;48.7896717997445;pharmacy;Pharmacie de la Mairie;;94060;La Queue-en-Brie;POINT (2.5747134 48.7896717997445)
2.4525514;48.7862498997453;pharmacy;Pharmacie Bembaron;;94028;Créteil;POINT (2.4525514 48.7862498997453)
2.4630929;48.7772005997476;supermarket;Lidl;;94028;Créteil;POINT (2.4630929 48.7772005997476)
2.5337622;48.7954134997431;pharmacy;Pharmacie des Terrasses;;94019;Chennevières-sur-Marne;POINT (2.5337622 48.7954134997431)
2.5758605;48.8092022997397;restaurant;Marco Polo;29 Avenue du Général de Gaulle;94059;Le Plessis-Trévise;POINT (2.5758605 48.8092022997397)
2.4576024;48.779588999747;restaurant;Les Burgers de Papa;;94028;Créteil;POINT (2.4576024 48.779588999747)
2.526636;48.7627818997512;restaurant;O Castelo;;94071;Sucy-en-Brie;POINT (2.526636 48.7627818997512)
2.5081068;48.7701535997493;fast_food;Min's;;94071;Sucy-en-Brie;POINT (2.5081068 48.7701535997493)
2.5784356;48.7801398997469;bar;L'Espérancia;;94060;La Queue-en-Brie;POINT (2.5784356 48.7801398997469)
2.4870506;48.7726291997487;pharmacy;Pharmacie CHEAV;;94011;Bonneuil-sur-Marne;POINT (2.4870506 48.7726291997487)
2.5115566;48.7501051997543;bakery;La Gourmandise;;94004;Boissy-Saint-Léger;POINT (2.5115566 48.7501051997543)
2.5080243;48.7698680997494;restaurant;Restaurant Réunionais;;94071;Sucy-en-Brie;POINT (2.5080243 48.7698680997494)
2.5090107;48.7711788997491;bakery;Au Sucycien;;94071;Sucy-en-Brie;POINT (2.5090107 48.7711788997491)
2.4138288;48.8144605997383;bar;Le Diplomate;16 Rue Charles de Gaulle;94002;Alfortville;POINT (2.4138288 48.8144605997383)
2.45643;48.7797999997469;sports;Go Sport Créteil;110 Avenue du Général de Gaulle;94028;Créteil;POINT (2.45643 48.7797999997469)
2.4652417;48.7908490997442;fast_food;O'Tacos;;94028;Créteil;POINT (2.4652417 48.7908490997442)
2.4182013;48.8064988997403;books;L'Établi;148 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4182013 48.8064988997403)
2.5060525;48.7529798997536;bakery;Le Point Chaud;;94004;Boissy-Saint-Léger;POINT (2.5060525 48.7529798997536)
2.4259841;48.7960064997429;cafe;Paddock 29;;94002;Alfortville;POINT (2.4259841 48.7960064997429)
2.4632988;48.7963963997428;bakery;L'Amandine;;94028;Créteil;POINT (2.4632988 48.7963963997428)
2.4907521;48.751504499754;restaurant;Le Président;1 Avenue du Président Wilson;94044;Limeil-Brévannes;POINT (2.4907521 48.751504499754)
2.4869596;48.7667551997502;supermarket;L'Eau Vive;;94011;Bonneuil-sur-Marne;POINT (2.4869596 48.7667551997502)
2.5520703;48.7762505997478;pharmacy;Pharmacie de la Pépinière;;94053;Noiseau;POINT (2.5520703 48.7762505997478)
2.5297564;48.7868960997452;bakery;Boulangerie du Moulin;;94019;Chennevières-sur-Marne;POINT (2.5297564 48.7868960997452)
2.4257433;48.7864626997453;fast_food;Fêtacrepe;;94002;Alfortville;POINT (2.4257433 48.7864626997453)
2.4255641;48.7881549997449;bar;;Rue Étienne Dolet;94002;Alfortville;POINT (2.4255641 48.7881549997449)
2.4541995;48.7905155997443;pharmacy;Pharmacie Bauer;Rue des Méches;94028;Créteil;POINT (2.4541995 48.7905155997443)
2.541157;48.8014434997416;fast_food;Domino's Pizza;;94019;Chennevières-sur-Marne;POINT (2.541157 48.8014434997416)
2.4232558;48.7991934997421;bar;Reina;;94002;Alfortville;POINT (2.4232558 48.7991934997421)
2.5705349;48.8102102997394;fast_food;Rotisserie du Plessis;12 Avenue du Général Leclerc;94059;Le Plessis-Trévise;POINT (2.5705349 48.8102102997394)
2.4831456;48.7505599997542;bakery;Boulangerie Pâtisserie;;94044;Limeil-Brévannes;POINT (2.4831456 48.7505599997542)
2.4238061;48.7977553997425;fast_food;Le H;;94002;Alfortville;POINT (2.4238061 48.7977553997425)
2.5267845;48.7092972997644;supermarket;Real discount Market;3 Rue du Salle;94075;Villecresnes;POINT (2.5267845 48.7092972997644)
2.5328313;48.722923199761;fast_food;;;94075;Villecresnes;POINT (2.5328313 48.722923199761)
2.5729075;48.7158669997628;bakery;;;94070;Santeny;POINT (2.5729075 48.7158669997628)
2.4626533;48.7923223997439;restaurant;C La Que C Bon;;94028;Créteil;POINT (2.4626533 48.7923223997439)
2.4139108;48.8136523997386;restaurant;La Paillotte;34 Rue Véron;94002;Alfortville;POINT (2.4139108 48.8136523997386)
2.5053919;48.7525842997537;fast_food;Tamaris;;94004;Boissy-Saint-Léger;POINT (2.5053919 48.7525842997537)
2.4650023;48.8059130997404;restaurant;Yoshinoya;;94028;Créteil;POINT (2.4650023 48.8059130997404)
2.5483192;48.7971034997426;restaurant;Free Pizza;;94055;Ormesson-sur-Marne;POINT (2.5483192 48.7971034997426)
2.4530536;48.7977315997425;fast_food;Cafétéria;;94028;Créteil;POINT (2.4530536 48.7977315997425)
2.4478001;48.7954541997431;cafe;Aux Arcades;Avenue du Général de Gaulle;94028;Créteil;POINT (2.4478001 48.7954541997431)
2.5219377;48.7705890997492;restaurant;;;94071;Sucy-en-Brie;POINT (2.5219377 48.7705890997492)
2.425891;48.7862926997453;supermarket;Franprix;;94002;Alfortville;POINT (2.425891 48.7862926997453)
2.5130697;48.7488039997546;pharmacy;;;94004;Boissy-Saint-Léger;POINT (2.5130697 48.7488039997546)
2.5310994;48.7819989997464;restaurant;Le Chemin du Bonheur;;94055;Ormesson-sur-Marne;POINT (2.5310994 48.7819989997464)
2.526315;48.7744491997483;fast_food;;;94071;Sucy-en-Brie;POINT (2.526315 48.7744491997483)
2.421802;48.8011518997417;restaurant;Pizza Hut;;94002;Alfortville;POINT (2.421802 48.8011518997417)
2.4676892;48.7668454997501;bakery;Gourmandises;;94028;Créteil;POINT (2.4676892 48.7668454997501)
2.5207172;48.7692992997496;supermarket;Les Produits de Mathilde;;94071;Sucy-en-Brie;POINT (2.5207172 48.7692992997496)
2.4650969;48.7907478997442;restaurant;Hokkaido;;94028;Créteil;POINT (2.4650969 48.7907478997442)
2.4566149;48.7750386997481;restaurant;L'impérial;;94028;Créteil;POINT (2.4566149 48.7750386997481)
2.5354909;48.7920842997439;supermarket;Leader Price;13 Rue du Belvédère;94019;Chennevières-sur-Marne;POINT (2.5354909 48.7920842997439)
2.4174193;48.8094359997396;bakery;Le Petit Gourmet;;94002;Alfortville;POINT (2.4174193 48.8094359997396)
2.4155805;48.8136849997385;restaurant;Sarah Lima Traiteur Brésilien;30 Rue Paul Vaillant Couturier;94002;Alfortville;POINT (2.4155805 48.8136849997385)
2.4149915;48.8099773997395;restaurant;La Rôtisserie;12 Rue de Seine;94002;Alfortville;POINT (2.4149915 48.8099773997395)
2.413491;48.8050837997407;supermarket;Leader Price;;94002;Alfortville;POINT (2.413491 48.8050837997407)
2.4224912;48.8000691997419;bakery;Boulangerie;;94002;Alfortville;POINT (2.4224912 48.8000691997419)
2.4149154;48.8146308997383;restaurant;Grill Istanbul;21 Rue Charles de Gaulle;94002;Alfortville;POINT (2.4149154 48.8146308997383)
2.5217382;48.7816891997465;pharmacy;Pharmacie des Châtelets;9 Rue Édouard Branly;94055;Ormesson-sur-Marne;POINT (2.5217382 48.7816891997465)
2.45003432125004;48.7897132013421;supermarket;G20;;94028;Créteil;POINT (2.45003432125004 48.7897132013421)
2.54876593313304;48.7968424525142;restaurant;Le Celeste;;94055;Ormesson-sur-Marne;POINT (2.54876593313304 48.7968424525142)
2.53365703838559;48.7991586325098;restaurant;Bairrada;;94019;Chennevières-sur-Marne;POINT (2.53365703838559 48.7991586325098)
2.43677333442637;48.7857938167319;fast_food;Burger Addict;128 Avenue du Maréchal Foch;94028;Créteil;POINT (2.43677333442637 48.7857938167319)
2.56884375630816;48.7822661942037;restaurant;Bufallo Grill;;94060;La Queue-en-Brie;POINT (2.56884375630816 48.7822661942037)
2.54173577170041;48.7279478995488;restaurant;;;94048;Marolles-en-Brie;POINT (2.54173577170041 48.7279478995488)
2.43739097229558;48.7798313254747;fast_food;KFC;;94028;Créteil;POINT (2.43739097229558 48.7798313254747)
2.48450935735763;48.757344215888;supermarket;Chronodrive;;94011;Bonneuil-sur-Marne;POINT (2.48450935735763 48.757344215888)
2.44772723079431;48.7934076170803;variety_store;GiFi;66 Avenue du Général de Gaulle;94028;Créteil;POINT (2.44772723079431 48.7934076170803)
2.55283711036511;48.7602509923649;restaurant;La Terrasse Fleurie;;94071;Sucy-en-Brie;POINT (2.55283711036511 48.7602509923649)
2.45874282857478;48.7801736805242;cinema;UGC Ciné Cité Créteil;;94028;Créteil;POINT (2.45874282857478 48.7801736805242)
2.57012227915326;48.8117900352007;supermarket;Super U;;94059;Le Plessis-Trévise;POINT (2.57012227915326 48.8117900352007)
2.47695768190411;48.7648404265955;fast_food;Burger King;;94011;Bonneuil-sur-Marne;POINT (2.47695768190411 48.7648404265955)
2.56551773509544;48.7197744733572;restaurant;Ristorante Del Arte;Rue du Noyer Saint-Germain;94070;Santeny;POINT (2.56551773509544 48.7197744733572)
2.55323008079192;48.7943092031089;restaurant;Saveurs Gourmandes;;94055;Ormesson-sur-Marne;POINT (2.55323008079192 48.7943092031089)
2.42585157011467;48.7876177195243;fast_food;O'Tacos;135 Rue Étienne Dolet;94002;Alfortville;POINT (2.42585157011467 48.7876177195243)
2.45733100792339;48.8048814376672;supermarket;Carrefour City;;94028;Créteil;POINT (2.45733100792339 48.8048814376672)
2.44210346265234;48.7740586334223;restaurant;Courtepaille;;94028;Créteil;POINT (2.44210346265234 48.7740586334223)
2.4402386283446;48.7731396846882;fast_food;Quick;;94028;Créteil;POINT (2.4402386283446 48.7731396846882)
2.54972465472434;48.7574799423024;supermarket;Franprix;;94071;Sucy-en-Brie;POINT (2.54972465472434 48.7574799423024)
2.4906204218548;48.7702171315392;fast_food;KFC;;94011;Bonneuil-sur-Marne;POINT (2.4906204218548 48.7702171315392)
2.42557911391499;48.8027940621969;bar;Bar tabac de la gare;;94002;Alfortville;POINT (2.42557911391499 48.8027940621969)
2.55029206657761;48.7959320953498;restaurant;Le Chyll;;94055;Ormesson-sur-Marne;POINT (2.55029206657761 48.7959320953498)
2.48564393420926;48.7670711063888;restaurant;;;94011;Bonneuil-sur-Marne;POINT (2.48564393420926 48.7670711063888)
2.4379360934604;48.775109137114;sports;Decathlon Créteil;Carrefour Pompadour;94028;Créteil;POINT (2.4379360934604 48.775109137114)
2.53727532258248;48.7877950834415;restaurant;Belmondo;;94055;Ormesson-sur-Marne;POINT (2.53727532258248 48.7877950834415)
2.46313469667096;48.7786208150939;mall;Centre Commercial Gabriel Fauré;;94028;Créteil;POINT (2.46313469667096 48.7786208150939)
2.56723482851179;48.718757847841;restaurant;Le Moulin;;94070;Santeny;POINT (2.56723482851179 48.718757847841)
2.55015210605548;48.7575230736315;pharmacy;Pharmacie Casanova Pironneau;;94071;Sucy-en-Brie;POINT (2.55015210605548 48.7575230736315)
2.49780043319006;48.7733630139926;restaurant;Ristorante Del Arte;Zac Le Petit Marais;94071;Sucy-en-Brie;POINT (2.49780043319006 48.7733630139926)
2.44266881321478;48.7741063251868;restaurant;Factory's;;94028;Créteil;POINT (2.44266881321478 48.7741063251868)
